0,1,2,3,4
660,110,2045,110,None
661,116,2049,116,None
662,124,2049,124,None
663,142,2049,142,None
664,145,2047,145,None
665,133,2047,133,None
666,169,2047,169,None
667,129,2047,129,None
668,140,2049,140,None
669,131,2047,131,None
670,130,2049,130,None
671,149,2047,149,None
672,134,2045,134,None
673,161,2047,161,None
674,134,2049,134,None
675,115,2047,115,None
676,125,2047,125,None
677,149,2047,149,None
678,132,2049,132,None
679,139,2047,139,None
680,134,2045,134,None
681,118,2049,118,None
682,142,2049,142,None
683,149,2047,149,None
684,136,2049,136,None
685,133,2047,133,None
686,149,2047,149,None
687,130,2045,130,None
688,121,2047,121,None
689,176,2049,176,None
690,100,2049,100,None
691,176,2049,176,None
692,118,2045,118,None
693,130,2049,130,None
694,159,2047,159,None
695,121,2047,121,None
696,171,2047,171,None
697,117,2047,117,None
698,173,2047,173,None
699,128,2049,128,None
700,123,2047,123,None
701,139,2043,139,None
702,150,2045,150,None
703,145,2047,145,None
704,130,2049,130,None
705,150,2049,150,None
706,144,2049,144,None
707,160,2045,160,None
708,170,2045,170,None
709,134,2049,134,None
710,141,2047,141,None
711,116,2049,116,None
712,160,2049,160,None
713,116,2049,116,None
714,132,2049,132,None
715,135,2047,135,None
716,116,2049,116,None
717,157,2047,157,None
718,146,2049,146,None
719,153,2047,153,None
720,149,2047,149,None
721,137,2047,137,None
722,123,2047,123,None
723,137,2047,137,None
724,164,2049,164,None
725,119,2047,119,None
726,142,2045,142,None
727,134,2049,134,None
728,130,2049,130,None
729,136,2049,136,None
730,158,2049,158,None
731,150,2049,150,None
732,159,2047,159,None
733,132,2049,132,None
734,124,2049,124,None
735,146,2041,146,None
736,146,2049,146,None
737,109,2047,109,None
738,99,2047,99,None
739,139,2047,139,None
740,133,2043,133,None
741,139,2047,139,None
742,125,2047,125,None
743,141,2047,141,None
744,117,2047,117,None
745,128,2045,128,None
746,108,2049,108,None
747,131,2047,131,None
748,125,2047,125,None
749,164,2045,164,None
750,124,2049,124,None
751,140,2049,140,None
752,131,2047,131,None
753,157,2047,157,None
754,140,2049,140,None
755,136,2049,136,None
756,141,2047,141,None
757,124,2049,124,None
758,151,2043,151,None
759,122,2049,122,None
760,145,2047,145,None
761,122,2045,122,None
762,148,2049,148,None
763,148,2049,148,None
764,134,2049,134,None
765,129,2039,129,None
766,132,2049,132,None
767,146,2045,146,None
768,139,2047,139,None
769,124,2049,124,None
770,155,2047,155,None
771,187,2047,187,None
772,119,2047,119,None
773,155,2047,155,None
774,125,2047,125,None
775,139,2043,139,None
776,131,2047,131,None
777,157,2047,157,None
778,161,2047,161,None
779,149,2047,149,None
780,148,2049,148,None
781,141,2047,141,None
782,121,2047,121,None
783,130,2045,130,None
784,135,2047,135,None
785,148,2049,148,None
786,136,2049,136,None
787,144,2041,144,None
788,142,2049,142,None
789,152,2049,152,None
790,155,2047,155,None
791,140,2049,140,None
792,126,2045,126,None
793,135,2047,135,None
794,109,2047,109,None
795,142,2049,142,None
796,146,2049,146,None
797,144,2049,144,None
798,146,2049,146,None
799,137,2047,137,None
800,118,2045,118,None
801,138,2045,138,None
802,145,2047,145,None
803,129,2043,129,None
804,154,2049,154,None
805,133,2047,133,None
806,140,2045,140,None
807,116,2049,116,None
808,138,2049,138,None
809,132,2045,132,None
810,156,2049,156,None
811,156,2049,156,None
812,136,2049,136,None
813,129,2047,129,None
814,126,2049,126,None
815,133,2047,133,None
816,150,2045,150,None
817,126,2049,126,None
818,151,2047,151,None
819,134,2049,134,None
820,147,2047,147,None
821,158,2045,158,None
822,140,2045,140,None
823,179,2047,179,None
824,165,2047,165,None
825,154,2049,154,None
826,129,2043,129,None
827,146,2045,146,None
828,167,2043,167,None
829,149,2047,149,None
830,152,2045,152,None
831,153,2047,153,None
832,141,2047,141,None
833,150,2049,150,None
834,157,2047,157,None
835,159,2047,159,None
836,156,2045,156,None
837,159,2047,159,None
838,156,2049,156,None
839,166,2045,166,None
840,140,2045,140,None
841,180,2045,180,None
842,185,2047,185,None
843,167,2047,167,None
844,178,2049,178,None
845,169,2043,169,None
846,188,2049,188,None
847,157,2043,157,None
848,167,2047,167,None
849,188,2049,188,None
850,168,2049,168,None
851,201,2043,201,None
852,152,2049,152,None
853,179,2047,179,None
854,182,2041,182,None
855,177,2047,177,None
